IDs	Symbols
100113364	Snora15
100113365	Nlgn4l
100113367	Lctlp2
100113368	Rosq1
100113369	Afteq1
100113370	Lctlp1
100113371	Ciaaq1
100113372	Afteq2
100113394	Astx5
100113395	LOC100113395
100113396	Gm10689
100113398	Adat3
100113411	Trav15-3
100113412	Trav13-4-dv7
100113413	Trav6-7-dv9
100113414	Trav4-4-dv10
100113415	Frct1
100113416	Frct2
100113417	Frct3
100113418	Frct4
100113419	Radsvq1
100113420	Frct5
100113449	Brml8
100113450	Brml9
100113451	Brml10
100113452	Brml13
100113453	Brml14
100113454	Secia1
100113455	Secia3
100113456	Secia4
100113457	Secia7
100113458	Secia8
100113459	Brml12
100113460	Secia6
100113461	Brml11
100113462	Secia2
100113463	Secia5
100113464	Ewrq1
100113481	Trav23
100114900	Trdv3
100114901	Trdv4
100114902	Trdd1
100114904	Trdd2
100115376	Trdj1
100118398	Trdj2
100123473	Trdc
100124287	Traj61
100124288	Traj60
100124293	Traj59
100124294	Traj58
100124295	Traj57
100124296	Traj56
100124297	Traj55
100124333	Traj54
100124335	Traj53
100124336	Traj52
100124337	Traj51
100124338	Traj50
100124339	Traj49
100124340	Traj48
100124341	Traj47
100124342	Traj46
100124343	Traj45
100124344	Traj44
100124345	Traj43
100124346	Traj42
100124347	Traj41
100124348	Traj40
100124349	Traj39
100124351	Traj38
100124352	Traj37
100124353	Traj36
100124354	Traj35
100124355	Traj34
100124356	Traj33
100124357	Traj32
100124358	Traj31
100124359	Traj30
100124360	Traj29
100124361	Traj28
100124362	Traj27
100124363	Traj26
100124364	Traj25
100124365	Traj24
100124366	Traj23
100124367	Traj22
100124368	Traj21
100124369	Traj20
100124370	Traj19
100124371	Traj18
100124372	Traj17
100124387	Traj16
100124388	Traj15
100124389	Traj14
100124390	Traj13
100124391	Traj12
100124392	Traj11
100124393	Traj9
100124395	Traj8
100124396	Traj7
100124397	Traj6
100124398	Traj4
100124399	Traj3
100124400	Traj1
100124416	Eeq2
100124417	Eeq1
100124431	Mir18b
100124432	Mir193b
100124433	Mir208b
100124435	Mir297a-4
100124437	Mir327
100124438	Mir343
100124439	Mir344-2
100124440	Mir465b-2
100124441	Mir465c-1
100124442	Mir466b-2
100124443	Mir466c-1
100124445	Mir466f-2
100124446	Mir466h
100124447	Mir467d
100124448	Mir467e
100124449	Mir509
100124450	Mir544
100124451	Mir574
100124452	Mir598
100124453	Mir654
100124454	Mir696
100124455	Mir714
100124456	Mir872
100124457	Mir873a
100124458	Mir876
100124459	Mir877
100124460	Mir881
100124461	Mir882
100124462	Mir883a
100124463	Mir105
100124464	Mir465c-2
100124465	Mir466d
100124466	Mir493
100124467	Mir568
100124468	Mir653
100124469	Mir875
100124470	Mir92b
100124471	Mir291b
100124473	Mir465b-1
100124474	Mir466b-3
100124475	Mir466f-3
100124476	Mir504
100124477	Mir590
100124478	Mir871
100124479	Mir878
100124480	Mir880
100124481	Mir190b
100124482	Mir297a-3
100124483	Mir297c
100124484	Mir453
100124485	Mir466b-1
100124486	Mir466f-1
100124487	Mir467c
100124488	Mir511
100124489	Mir582
100124490	Mir712
100124491	Mir874
100124492	Mir879
100124493	Mir883b
100124494	Mir421
100124495	Mir466g
100124496	Mir743b
100124543	Bmd39
100124544	Mirb
100124546	Vmn2r-ps3
100124547	Vmn2r-ps4
100124548	Vmn2r-ps6
100124549	Vmn2r-ps8
100124550	Vmn2r-ps9
100124551	Vmn2r-ps39
100124552	Vmn2r-ps48
100124553	Vmn2r-ps52
100124554	Vmn2r-ps10
100124555	Vmn2r-ps55
100124556	Vmn2r-ps58
100124557	Vmn2r-ps59
100124558	Vmn2r-ps62
100124559	Vmn2r-ps63
100124560	Vmn2r-ps64
100124561	Vmn2r-ps65
100124562	Vmn2r-ps67
100124563	Vmn2r-ps70
100124564	Vmn2r-ps71
100124565	Vmn2r-ps75
100124566	Vmn2r-ps76
100124567	Vmn2r-ps77
100124568	Vmn2r-ps78
100124569	Vmn2r-ps79
100124570	Vmn2r-ps85
100124571	Vmn2r-ps90
100124572	Vmn2r-ps136
100124573	Vmn2r-ps138
100124574	Vmn2r-ps140
100124575	Vmn2r-ps92
100124576	Vmn2r-ps18
100124577	Vmn2r-ps27
100124578	Vmn2r-ps28
100124579	Vmn2r-ps118
100124580	Vmn2r-ps121
100124581	Vmn2r-ps132
100124582	Vmn2r-ps135
100124584	Vmn2r-ps142
100124585	Vmn2r-ps144
100124586	Vmn2r-ps146
100124587	Vmn2r-ps147
100124588	Vmn2r-ps151
100124589	Vmn2r-ps152
100124590	Vmn2r-ps154
100124591	Vmn2r-ps156
100124623	Gm13179
100124624	Mir467a-2
100124625	Mir467a-4
100124626	Mir467a-5
100124627	Mir467a-6
100124640	Mir466e
100124641	Mir692-3
100124642	Mir467a-3
100124643	Mir467a-8
100124649	Mir683-2
100124659	Trbv2
100124660	Trbv4
100124661	Trbv5
100124662	Trbv6
100124663	Trbv7
100124664	Trbv8
100124665	Trbv9
100124668	Mir466c-2
100124670	Trbv10
100124671	Trbv11
100124672	Trbv12-1
100124673	Trbv13-1
100124674	Trbv12-2
100124675	Trbv13-2
100124676	Trbv12-3
100124677	Trbv13-3
100124678	Trbv14
100124679	Trbv15
100124680	Trbv16
100124681	Trbv17
100124682	Trbv18
100124684	Trbv19
100124685	Trbv20
100124686	Trbv21
100124687	Trbv22
100124688	Trbv23
100124689	Trbv24
100124690	Trbv25
100124693	Trbv27
100124694	Trbv28
100124698	Trbv29
100124699	Trbv30
100125242	Vmn2r-ps111
100125243	Vmn2r-ps112
100125245	Vmn2r-ps116
100125246	Trbd1
100125247	Trbd2
100125248	Trbj1-1
100125249	Trbj1-2
100125250	Trbj1-3
100125251	Trbj1-4
100125252	Trbj1-5
100125253	Trbj1-6
100125254	Trbj1-7
100125255	Trbj2-1
100125256	Trbj2-2
100125257	Trbj2-3
100125258	Trbj2-4
100125259	Trbj2-5
100125260	Trbj2-6
100125261	Trbj2-7
100125262	Trbc1
100125263	Trbc2
100125268	Vmn2r-ps126
100125269	Vmn2r-ps127
100125273	Vmn2r-ps12
100125275	Gm13225
100125279	Vmn2r-ps15
100125280	Vmn2r-ps16
100125283	Vmn2r-ps19
100125290	Chldq7
100125291	Chldq8
100125292	Chldq9
100125293	Tglq5
100125294	Tglq6
100125295	Tglq3
100125296	Chldq6
100125297	Imacq
100125298	Vmn2r-ps20
100125319	Vmn2r-ps50
100125321	Vmn2r-ps73
100125339	A230020J21Rik
100125340	A230083N12Rik
100125391	Vmn2r-ps150
100125394	Cyp2c71-ps
100125395	Cyp2c72-ps
100125396	Femwf1
100125397	Femwf2
100125398	Femwf3
100125399	Femwf4
100125400	Femwf5
100125401	Femwf6
100125402	Femwf8
100125403	Femwf9
100125404	Femwf11
100125405	Femwf13
100125406	Femwf12
100125407	Femwf7
100125408	Femwf10
100125410	Cyp2d32-ps
100125411	Cyp2d33-ps
100125586	Vmn2r2
100125594	LOC100125594
100125596	Cyp2d35-ps
100125597	Cyp2d39-ps
100125599	Cyp2j14-ps
100125600	Cyp2j15-ps
100125755	Abd1
100125842	Tbqt1
100125843	Tbqt2
100125844	Tbqt3
100125845	Tbqt4
100125846	Tbqt5
100125847	Tbqt7
100125848	Sh1
100125849	Sh3
100125850	Sh4
100125851	Ltsw1
100125852	Ltsw2
100125853	Tbqt6
100125854	Sh2
100125855	Dss1
100125856	Hpw1
100125870	Gm20574
100125872	Cyp3a58-ps
100125873	Cyp3a60-ps
100125874	Cyp3a61-ps1
100125875	Cyp4f38-ps
100125929	0610009E02Rik
100125931	Phtf1os
100125933	2310075K07Rik
100125952	Gm10468
100125977	Gm10034
100126003	Hfgi2
100126004	Ramls2
100126005	Hfgi1
100126006	Ramls1
100126030	BC037039
100126033	Gm10366
100126034	Gm10644
100126077	Mom7
100126078	Mtgq1
100126079	Mtgq2
100126080	Mtgq3
100126081	Mtgq4
100126082	Mtbcq1
100126083	Mtbcq2
100126084	Mtbcq5
100126085	Mtbcq7
100126086	Lvwtq1
100126087	Swqnd2
100126088	Mtgq5
100126089	Mtbcq3
100126090	Swqnd1
100126091	Mtbcq4
100126092	Mtbcq6
100126093	Mtbcq8
100126094	Mswtq1
100126096	Gm17790
100126097	Fl1sa
100126098	Fl2sa
100126099	Gm17791
100126193	Tsti2
100126194	Skts-fp1
100126195	Skts-fp2
100126196	Tsti1
100126197	Tsti3
100126198	Skts-fp3
100126199	Tsti4
100126202	9630029G12Rik
100126203	6820426E19Rik
100126206	Gm10551
100126224	Gm11747
100126225	A630052K13Rik
100126226	Krt83
100126227	Gm13031
100126228	Gm9856
100126229	Gm12758
100126240	Gm13112
100126242	Frs3os
100126243	A030001D20Rik
100126244	Gm13262
100126250	Bpq22
100126251	Bpq23
100126252	Bpq21
100126269	BC048602
100126353	Gm16103
100126357	Gm10676
100126429	Bbq1
100126431	Trgj1
100126432	Trgj3
100126433	Trgj2
100126434	Trgj4
100126436	Psds1
100126437	Psds2
100126438	Psds4
100126439	Psds3
100126451	Trav6n-5
100126452	Trav15n-1
100126454	Trav5n-2
100126455	Trav5n-3
100126456	Trav6n-7
100126457	Trav7n-6
100126458	Trav8n-2
100126459	Trav16n
100126460	Trav13n-4
100126461	Trav15n-3
100126462	Trav4-2
100126463	Trav6-4
100126464	Trav6-5
100126465	Trav6-6
100126466	Trav11
100126469	Trav13-1
100126470	Trav3-2
100126471	Trav4-3
100126472	Trav5-2
100126546	Gm10708
100126547	Gm14735
100126588	Trav9-3
100126589	Trav5-3
100126591	Gm17792
100126692	B020018J22Rik
100126765	Esp36
100126766	Esp3
100126768	Esp31
100126773	Esp34
100126774	Esp18
100126775	Esp38
100126776	Esp24
100126777	Esp4
100126778	Esp8
100126779	Esp23
100126785	Wg2a
100126786	Wg2c
100126787	Ity2a
100126788	Ity2b
100126789	Wg2b
100126790	Wg2d
100126795	Gm10575
100126796	Erk-50
100126818	Gm17592
100126819	Gm10076
100126820	Gm17793
100126821	Gm17794
100126824	Sco2
100126829	Pif
100126874	Gm9928
100126875	Gm10067
100126877	Gm10204
100126879	Gm10759
100126880	Gm14243
100127111	Snord22
100127433	Gm11532
100127434	Gm10351
100134856	Gm17795
100134861	Gm44502
100134981	Gm17796
100134986	Gm15498
100134990	Gm12060
100135427	Hmgb1-ps2
100135653	Rhox3b-ps
100135654	Rhox3c
100135655	Gm15681
100135657	Rhox3e
100135765	LOC100135765
100137011	Gm12689
100137727	9130230N09Rik
100141473	LOC100141473
100141474	4933428G20Rik
100142658	Gm10222
100144395	Nct1
100144396	Nct2
100151689	Gm17797
100151690	Gm17798
100151692	Gm11198
100151693	Gm10364
100151698	Gm17799
100151772	Srsx
100158259	Gm17068
100158260	Gm17800
100158261	Gm14921
100169864	Gm44504
100169865	Gm10914
100169866	Gm10933
100169868	Gm3173
100169870	Gm11054
100169871	Gm10910
100169872	Gm10926
100169873	Gm11033
100169874	Gm11110
100169875	Gm11159
100169876	Gm11123
100169878	Gm10941
100169880	5830419E12Rik
100169889	Peg3os
100170400	Mxra8os
100170401	EU599041
100174921	4930505N22Rik
100188919	Gm45915
100188958	Gm15824
100188961	Gm14659
100189605	Mup19
100190765	Mir449b
100190798	4930470G03Rik
100191011	Gm17383
100191037	Krtap10-4
100191075	Gm10925
100191076	Gm16238
100196896	BC048559
100216343	Gm17501
100216455	Gm14124
100216460	Itpa-ps2
100216474	Ttll2
100216530	Snord118
100216531	Snord1b
100216532	Snord2
100216533	Snord55
100216534	Snord96a
100216535	Scarna9
100216536	Snord1c
100216537	Snord104
100216538	Snord1a
100216539	Snord4a
100216540	Snord95
100217365	E130208F15Rik
100217369	Gm10935
100217413	Scarna10
100217414	Scarna3a
100217415	Scarna6
100217416	Snora2b
100217417	Snora34
100217418	Snora44
100217419	Snora52
100217420	Snora81
100217421	Snord11
100217422	Snord13
100217423	Snord19
100217424	Snord38a
100217425	Snord45c
100217426	Snord49b
100217427	Snord52
100217428	Snord57
100217429	Snord64
100217430	Snord66
100217431	Snord69
100217432	Snord71
100217433	Snord88a
100217434	Snord88c
100217435	Snord90
100217436	Snord93
100217437	Snord99
100217438	Scarna2
100217439	Snora19
100217440	Snora61
100217441	Snord23
100217442	Snora30
100217443	Snord12
100217444	Snord65
100217445	Snord8
100217446	Snord47
100217447	Scarna3b
100217448	Scarna8
100217449	Snora36b
100217450	Snora47
100217451	Snora7a
100217452	Snord110
100217453	Snord16a
100217454	Snord37
100217455	Snord49a
100217456	Snord53
100217457	Snord58b
100217458	Snord67
100217459	Snord70
100217460	Snord85
100217461	Snord89
100217462	Snord92
100217463	Snord98
100217464	Snora41
100217465	Snord111
100217466	Scarna17
100217467	Snora5c
100217468	Snord45b
100217469	Snord91a
100233175	Gon7
100233207	Gm17359
100233208	Gm10778
100268169	A730035I17Rik
100270707	Gm14379
100270744	Btbd18
100270751	Gm15590
100271704	Gm17660
100271841	Uckl1os
100271882	Gm14139
100271928	Gm15881
100272219	AA543186
100272221	Gm17801
100286833	Gm17802
100286834	Gm17803
100286835	Gm17804
100286839	Gm17805
100286840	Gm17806
100286842	Gm14663
100286843	Gm16325
100294504	Gm10188
100294507	Gm17807
100294583	Fam150b
100294660	Defa2
100294714	Gm15983
100301915	Gm16511
100302110	Gm17808
100302294	Ang-ps2
100302301	Gm17809
100302374	Cyslter
100302400	Gm14752
100302432	Gm14435
100302460	Rpl7a-ps13
100302476	Lass1-gdf1
100302498	Snora21
100302499	Snora3
100302529	Snord72
100302565	Snord68
100302566	LOC100302566
100302567	AF357399
100302576	Gm10243
100302588	Gm14621
100302592	Snord14a
100302593	Snord14d
100302594	Snord14e
100302595	Gm14780
100302600	Snord43
100302601	Snord83b
100302634	Astx6
100302648	Gm11944
100302649	Gm17811
100302653	Gm17812
100302654	Gm17813
100302655	Gm14843
100302687	Gm17814
100302688	Gm17455
100302730	5830417I10Rik
100302731	Snord7
100303644	C130080G10Rik
100303645	D7Ertd143e
100303646	AF357355
100303647	AF357359
100303649	Gm11025
100303729	E130009M23Rik
100303730	Gm16163
100303731	Gm10874
100303732	Zfp967
100303733	Gm10501
100303734	Gm9817
100303735	7330403C04Rik
100303736	Snora35
100303737	Gm11175
100303738	D030025P21Rik
100303739	Gm10844
100303740	Snora75
100303741	Gm10308
100303742	Gm9748
100303744	Sprr2a2
100303746	Snora20
100303747	Gm12238
100303751	Snora31
100306874	B430218F22Rik
100306931	Gm13712
100306934	Gm17815
100306935	Gm14676
100306943	Scarna13
100306944	Snora73a
100306945	Snora73b
100306952	Snora78
100306953	4122401K19Rik
100306954	Snora17
100306955	Snora43
100306957	Snora24
100306959	B230322F03Rik
100306970	Gm17816
100306977	Gm17082
100307069	Gm17817
100310753	A430073D23Rik
100310781	LOC100310781
100310787	1700016D18Rik
100310789	Gm17818
100310809	Gm10509
100310813	Snora16a
100310837	B930046C15Rik
100310868	Gm17819
100310872	Dynlt1a
100310873	Gm9821
100312470	Vmn1r2
100312471	Vmn1r3
100312472	Vmn1r-ps7
100312473	Vmn1r86
100312474	Vmn1r88
100312475	Vmn1r95
100312476	Vmn1r238
100312477	Vmn1r184
100312478	Vmn1r-ps39
100312479	Vmn1r-ps40
100312480	Vmn1r-ps41
100312481	Vmn1r-ps42
100312482	Vmn1r-ps44
100312483	Vmn1r-ps45
100312484	Vmn1r196
100312485	Vmn1r221
100312486	Vmn1r-ps13
100312487	Vmn1r-ps16
100312488	Vmn1r-ps21
100312489	Vmn1r-ps23
100312490	Vmn1r-ps29
100312492	Vmn1r-ps31
100312494	Vmn1r-ps35
100312495	Vmn1r-ps36
100312496	Vmn1r-ps49
100312497	Vmn1r-ps50
100312498	Vmn1r-ps51
100312499	Vmn1r-ps52
100312500	Vmn1r-ps54
100312501	Vmn1r-ps55
100312502	Vmn1r-ps56
100312503	Vmn1r-ps57
100312504	Vmn1r-ps58
100312505	Vmn1r-ps59
100312506	Vmn1r-ps60
100312507	Vmn1r-ps61
100312508	Vmn1r-ps62
100312509	Vmn1r-ps63
100312510	Vmn1r-ps64
100312511	Vmn1r-ps66
100312512	Vmn1r-ps67
100312513	Vmn1r-ps68
100312514	Vmn1r-ps69
100312515	Vmn1r-ps86
100312516	Vmn1r-ps87
100312517	Vmn1r-ps137
100312518	Vmn1r-ps138
100312519	Vmn1r-ps151
100312520	Vmn1r-ps152
100312521	Vmn1r-ps89
100312522	Vmn1r-ps92
100312523	Vmn1r-ps93
100312524	Vmn1r-ps94
100312525	Vmn1r-ps95
100312526	Vmn1r-ps96
100312527	Vmn1r-ps97
100312528	Vmn1r-ps98
100312529	Vmn1r-ps99
100312530	Vmn1r-ps37
100312531	Vmn1r-ps38
100312532	Vmn1r-ps100
100312533	Vmn1r-ps101
100312534	Vmn1r-ps102
100312535	Vmn1r-ps104
100312536	Vmn1r-ps107
100312537	Vmn1r-ps108
100312538	Vmn1r-ps109
100312539	Vmn1r-ps110
100312540	Vmn1r-ps111
100312541	Vmn1r-ps112
100312542	Vmn1r-ps113
100312543	Vmn1r-ps114
100312544	Vmn1r-ps115
100312545	Vmn1r-ps116
100312546	Vmn1r-ps117
100312547	Gm11320
100312548	Gm11321
100312549	Vmn1r-ps120
100312550	Gm11322
100312552	Vmn1r-ps123
100312553	Vmn1r-ps124
100312554	Vmn1r-ps125
100312555	Vmn1r-ps126
100312556	Vmn1r-ps127
100312557	Vmn1r-ps129
100312558	Vmn1r-ps130
100312559	Vmn1r-ps131
100312560	Vmn1r-ps132
100312561	Vmn1r-ps133
100312562	Vmn1r-ps134
100312563	Vmn1r-ps135
100312564	Vmn1r-ps136
100312565	Vmn1r-ps139
100312566	Vmn1r-ps140
100312567	Vmn1r-ps141
100312568	Vmn1r-ps142
100312569	Vmn1r-ps143
100312570	Vmn1r-ps145
100312571	Vmn1r-ps146
100312572	Vmn1r-ps147
100312573	Vmn1r-ps148
100312574	Vmn1r-ps149
100312575	Vmn1r-ps150
100312576	Vmn1r-ps91
100312577	Vmn1r-ps106
100312946	Vmn1r-ps90
100312948	Gm17689
100312949	Gm17677
100312956	Pate3
100312986	Gm17727
100312987	Pate1
100313510	C530020B09Rik
100313511	Gm10306
100313512	E330011M16Rik
100313514	Gm9757
100313518	Gm9868
100313519	Snord17
100313531	Nkx2-2os
100313943	Snora26
100313944	Gm10645
100313945	Gm14866
100315604	Gm10401
100315693	D630036H23Rik
100316663	Mir669k
100316664	Mir669d
100316665	Mir466i
100316667	Mir669f
100316668	Mir669i
100316669	Mir1188
100316670	Mir466k
100316671	Mir466j
100316672	Mir1192
100316673	Mir1193
100316674	Mir467g
100316675	Mir467h
100316676	Mir1195
100316677	Mir1199
100316678	Mir1902
100316679	Mir1897
100316680	Mir1903
100316681	Mir1900
100316682	Mir1892
100316683	Mir1904
100316684	Mir1898
100316685	Mir1907
100316686	Mir1901
100316687	Mir1928
100316688	Mir1929
100316689	Mir1931
100316690	Mir1932
100316693	Mir1938
100316694	Mir1941
100316695	Mir1943
100316697	Mir1946a
100316698	Mir1947
100316699	Mir1948
100316700	Mir1949
100316701	Mir669m-1
100316702	Mir669o
100316703	Mir1951
100316704	Mir1953
100316705	Mir669n
100316706	Mir1956
100316707	Mir1957a
100316708	Mir1958
100316709	Mir1960
100316710	Mir1963
100316711	Mir1964
100316712	Mir1966
100316713	Mir1968
100316714	Mir1946b
100316715	Mir1971
100316716	Mir1983
100316717	Mir1839
100316725	Mir2136
100316727	Mir2139
100316734	Mir2183
100316735	Mir432
100316736	Mir599
100316737	Mir664
100316739	Mir1224
100316749	Mir467f
100316750	Mir1194
100316751	Mir1197
100316752	Mir1896
100316753	Mir1933
100316756	Mir1955
100316769	Mir466l
100316770	Mir669j
100316772	Mir1899
100316773	Mir1893
100316774	Mir1942
100316775	Mir1950
100316776	Mir1954
100316777	Mir1969
100316778	Mir1982
100316779	Mir2137
100316783	Mir1b
100316784	Mir1927
100316802	Mir669g
100316803	Mir1187
100316804	Mir466f-4
100316805	Mir1190
100316806	Mir669e
100316807	Mir1198
100316808	Mir1905
100316809	Mir1906-1
100316810	Mir1894
100316811	Mir1930
100316812	Mir1936
100316814	Mir1306
100316815	Mir669l
100316816	Mir1952
100316818	Mir1962
100316819	Mir1967
100316820	Mir1970
100316821	Mir1981
100316827	Mir767
100316831	Mir669h
100316832	Mir1895
100316833	Mir1945
100316834	Mir669m-2
100316839	Mir1191
100316840	Mir1934
100316841	Mir1961
100316846	Gm10367
100316865	Gm10931
100316869	Gm17820
100316870	Gm17821
100316903	Gm20605
100316932	Snora28
100322896	Dthd1
100327264	C130013H08Rik
100327266	9430064I24Rik
100328567	Gm17822
100328574	Proscos
100328588	Gm21948
100328601	Gm13355
100329138	Gm3699
100329140	Mettl5os
100359411	Gm9798
100359413	AA413626
100379095	A830092H15Rik
100379127	Gm16491
100379129	Gm10353
100379143	Gm9754
100379144	A330079N23Rik
100379145	Snora23
100379146	Gm10642
100379214	Gm16533
100379258	Gm9963
100379259	Gm10300
100379292	Gm10430
100379603	Gm13583
100379604	Gm13872
100379605	Gm15270
100379606	Gm15247
100379607	Gm10997
100379608	Gm15622
100379609	Gm12606
100379610	Gm11651
100379611	Gm11767
100379612	Gm15886
100379660	Gm9806
100379665	9330121J05Rik
100380944	Ino80dos
100381209	Gm17823
100381255	BC026863
100381256	A330027G23Rik
100381257	Gm12100
100381258	D930001M23Rik
100384868	Gm37013
100384870	Gm11257
100384871	Gm12630
100384872	Gm13039
100384873	Gm11760
100384874	Gm17824
100384876	Gm15617
100384877	Gm13864
100384878	Gm17825
100384879	Gm17826
100384880	Gm17827
100384881	Gm16071
100384882	Gm17828
100384883	Gm16166
100384890	D230030E09Rik
100384904	Gm20583
100384905	Gm20584
100415768	Gm15304
100415769	Gm15302
100415770	Gm7869
100415779	Gm17829
100415784	Gm17830
100415785	Gm11559
100415786	Gm13783
100415787	Tomm6os
100415813	Gm17831
100415898	Gm20945
100415900	Gm20946
100415901	Gm13648
100415902	Gm15658
100415912	Gm11665
100415913	Gm14123
100415914	Gm12505
100415915	A530072M11Rik
100415916	Gm15997
100415919	Gm12795
100415920	Gm12304
100415944	LOC100415944
100415946	Gm17832
100415947	Gm14021
100415948	Gm17833
100415951	Gm17834
100415952	Gm17835
100415953	Gm17836
100415954	Gm14741
100415955	Gm14940
100415956	Gm17837
100415957	Gm17838
100415958	Ywhaq-ps1
100415959	Gm17840
100415960	Gm17841
100415961	Gm6659
100415963	Gm12856
100415967	Gm17842
100415968	Gm17843
100415969	Gm17844
100415971	Gm14857
100415972	Gm14834
100415973	Gm17845
100415974	Gm15078
100415975	Gm17846
100415976	Gm17847
100415977	Gm17848
100415978	Gm17849
100415979	Gm17850
100415980	Gm17851
100415981	Gm17852
100415982	Gm17853
100415983	Gm14357
100415984	Gm17854
100415985	Gm15260
100415986	Gm17855
100415987	Gm17856
100415988	Gm15273
100415989	Gm17857
100415990	Gm17858
100415991	Gm17859
100415992	Gm14610
100415993	LOC100415993
100415994	Gm14361
100415995	Gm15257
100415996	Gm14356
100415997	Gm14348
100415998	Gm15256
100415999	Gm15252
100416000	Gm17860
100416001	Gm17861
100416002	Gm17862
100416003	Gm17863
100416004	Gm17864
100416005	Gm17865
100416006	Gm17866
100416007	Gm17867
100416009	Gm17868
100416010	Gm17869
100416011	Gm15666
100416012	Gm17870
100416013	Gm17871
100416014	Gm17872
100416017	Gm17873
100416019	Gm17874
100416021	Gm17235
100416022	Gm17875
100416023	Cnn2-ps
100416024	Gm17877
100416027	Gm17878
100416030	Gm17879
100416031	Gm17880
100416032	Gm17087
100416033	Gm17881
100416034	Gm17882
100416036	Gm17883
100416038	Gm17884
100416039	Gm17885
100416041	Gm17887
100416042	Gm13689
100416043	Gm17888
100416044	Gm17889
100416045	Gm17890
100416046	Gm17891
100416047	Gm17892
100416048	Gm11653
100416050	Gm38395
100416051	Gm13719
100416052	Gm13435
100416053	Gm17893
100416054	Gm15693
100416055	Gm21925
100416056	Gm12997
100416057	Gm17894
100416058	Gm17895
100416059	Gm17896
100416060	Gm12583
100416061	Gm17897
100416062	Gm13423
100416063	Gm17898
100416064	Gm13673
100416065	Gm17899
100416066	Gm17900
100416067	Gm17901
100416068	Gm14776
100416069	Gm17902
100416070	Gm15901
100416072	Gm17903
100416073	Gm17904
100416074	Gm17905
100416075	Gm17906
100416076	Gm17907
100416077	Gm17908
100416078	Gm17909
100416079	Gm2448
100416080	Gm17910
100416081	Gm17911
100416084	Gm17912
100416085	Gm11905
100416086	Gm12363
100416087	Gm12543
100416089	Gm17060
100416091	Gm16202
100416093	Gm17075
100416094	Gm17913
100416095	Gm15808
100416096	Gm14806
100416097	Gm15193
100416098	Gm14575
100416100	Gm17914
100416101	Gm17915
100416102	Gm17916
100416104	Gm17917
100416105	Gm16270
100416106	Gm17918
100416107	Gm17919
100416108	Gm15974
100416109	Gm17920
100416110	Gm17921
100416111	Gm17922
100416112	Gm15916
